hlcit,impl_ag,src_ag,vdc,action,desc,target,no_actions,no_hh,ave_cost
524 2 05 29 5 002,GOAL,People in Need,Dhunche,Distribution,Blankets,,166,41,
524 2 05 29 5 002,GOAL,People in Need,Dhunche,Distribution,Household kits (excluding tarpaulins),,166,41,
524 2 05 29 5 005,GOAL,People in Need,Bhorle,Distribution,Tarpaulin,,2,,
524 2 05 29 5 005,GOAL,People in Need,Bhorle,Distribution,Blankets,,10,,
524 2 05 29 5 005,GOAL,People in Need,Bhorle,Distribution,Household kits (excluding tarpaulins),,25,,
524 2 05 29 5 007,GOAL,People in Need,Laharepauwa,Distribution,Tarpaulin,,10,,
524 2 05 29 5 007,GOAL,People in Need,Laharepauwa,Distribution,Blankets,,15,,
524 2 05 29 5 007,GOAL,People in Need,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,10,,
524 2 05 29 5 016,GOAL,People in Need,Briddim,Distribution,Tarpaulin,,6,,
524 2 05 29 5 016,GOAL,People in Need,Briddim,Distribution,Blankets,,20,,
524 2 05 29 5 016,GOAL,People in Need,Briddim,Distribution,Household kits (excluding tarpaulins),,40,,
524 2 05 29 5 001,GOAL,Irish Aid,Haku,Distribution,Household kits (excluding tarpaulins),,2,,
524 2 05 29 5 001,GOAL,People in Need,Haku,Distribution,Blankets,,15,,
524 2 05 29 5 001,GOAL,People in Need,Haku,Distribution,Household kits (excluding tarpaulins),,20,,
524 2 05 29 5 001,GOAL,People in Need,Haku,Distribution,Tarpaulin,,3,,
524 2 05 29 5 001,GOAL,Irish Aid,Haku,Distribution,Household kits (excluding tarpaulins),,1,,
524 2 05 29 5 001,GOAL,People in Need,Haku,Distribution,Blankets,,35,,
524 2 05 29 5 001,GOAL,People in Need,Haku,Distribution,Household kits (excluding tarpaulins),,35,,
524 2 05 29 5 002,GOAL,People in Need,Dhunche,Distribution,Tarpaulin,,2,,
524 2 05 29 5 002,GOAL,Irish Aid,Dhunche,Distribution,Household kits (excluding tarpaulins),,1,,
524 2 05 29 5 002,GOAL,People in Need,Dhunche,Distribution,Blankets,,10,,
524 2 05 29 5 002,GOAL,People in Need,Dhunche,Distribution,Household kits (excluding tarpaulins),,25,,
524 2 05 29 5 001,GOAL,Irish Aid,Haku,Distribution,Household kits (excluding tarpaulins),,1,,
524 2 05 29 5 001,GOAL,People in Need,Haku,Distribution,Blankets,,15,,
524 2 05 29 5 001,GOAL,People in Need,Haku,Distribution,Household kits (excluding tarpaulins),,30,,
524 2 05 29 5 005,GOAL,People in Need,Bhorle,Distribution,Tarpaulin,,8,,
524 2 05 29 5 005,GOAL,People in Need,Bhorle,Distribution,Blankets,,12,,
524 2 05 29 5 005,GOAL,People in Need,Bhorle,Distribution,Household kits (excluding tarpaulins),,20,,
524 3 07 36 5 050,Good Neighbors International,,Thumo,Distribution,Blankets,,1137,1137,
524 3 07 36 5 050,Good Neighbors International,,Thumo,Distribution,Tarpaulin,,1258,1258,
524 3 07 36 5 002,Good Neighbors International,,Phinam,Distribution,Tarpaulin,,400,400,
524 3 07 36 5 002,Good Neighbors International,,Phinam,Distribution,Blankets,,201,201,
524 3 07 36 5 060,Good Neighbors International,,Aaruaarbad,Distribution,Tarpaulin,,1134,1134,
524 3 07 36 5 060,Good Neighbors International,,Aaruaarbad,Distribution,Blankets,,1134,1134,
524 2 05 27 5 031,Good Neighbors International,,Phutung,Distribution,Tarpaulin,,100,100,
524 2 05 27 5 024,Good Neighbors International,,Jhormahangkal,Distribution,Tarpaulin,,100,100,
524 2 05 25 5 041,Good Neighbors International,,Devichaur,Distribution,Tarpaulin,,100,100,
524 3 07 36 5 002,Good Neighbors International,,Phinam,Distribution,Tool kits and fixings,,22,110,
524 3 07 36 5 060,Good Neighbors International,,Aaruaarbad,Distribution,Tool kits and fixings,,38,190,
524 3 07 36 5 050,Good Neighbors International,,Thumo,Distribution,Tool kits and fixings,,44,220,
524 3 07 36 5 048,Good Neighbors International,,Lapu,Distribution,Blankets,,396,396,
524 3 07 36 5 048,Good Neighbors International,,Lapu,Distribution,Tarpaulin,,508,508,
524 3 07 36 5 049,Good Neighbors International,,Manbu,Distribution,Blankets,,1809,1809,
524 3 07 36 5 049,Good Neighbors International,,Manbu,Distribution,Tarpaulin,,1809,1809,
,Good Neighbors International,,,Distribution,Tents,,151,,
524 2 05 25 5 004,Good Neighbors International,,Lele,Distribution,Blankets,,10,10,
524 2 05 27 5 029,Good Neighbors International,,Kabhresthali,Distribution,Tarpaulin,,100,100,
524 2 05 27 5 030,Good Neighbors International,,Sangla,Distribution,Tarpaulin,,437,437,
,Good Neighbors International,,,Distribution,Tents,,10,,
,Good Neighbors International,,,Distribution,Tents,,68,,
524 2 05 25 5 021,Good Neighbors International,,Chhampi,Distribution,Tarpaulin,,100,100,
524 2 05 25 5 004,Good Neighbors International,,Lele,Distribution,Tarpaulin,,100,100,
524 2 05 25 5 006,Good Neighbors International,,Nallu,Distribution,Tarpaulin,,100,100,
524 2 05 25 5 022,Good Neighbors International,,Chapagaun,Distribution,Tarpaulin,,152,152,
524 2 05 25 5 023,Good Neighbors International,,Badikhel,Distribution,Tarpaulin,,232,232,
524 2 05 25 5 025,Good Neighbors International,,Godawari,Distribution,Tarpaulin,,112,112,
524 2 05 25 5 024,Good Neighbors International,,Jharuwarasi,Distribution,Tarpaulin,,101,101,
524 2 05 23 5 061,Good Neighbors International,,Melamchi,Distribution,Tarpaulin,,50,50,
524 3 07 36 5 048,Good Neighbors International,,Lapu,Distribution,Tool kits and fixings,,18,90,
524 3 07 36 5 049,Good Neighbors International,,Manbu,Distribution,Tool kits and fixings,,34,170,
,Habitat for Humanity,,Kashikhanda ,Distribution,Construction Materials,Targeted group,100,100,20000
,Habitat for Humanity,,Kashikhanda ,Distribution,Construction Materials,Targeted group,200,200,20000
,Habitat for Humanity,,,Distribution,Construction Materials,Targeted group,41,0,20000
,Habitat for Humanity,,,Distribution,Construction Materials,Targeted group,47,0,20000
,Habitat for Humanity,,,Distribution,Construction Materials,Targeted group,28,28,20000
524 2 05 24 5 073,Habitat for Humanity,,Panchkhal,Distribution,Construction Materials,All / Blanket,72,72,20000
524 2 05 24 5 073,Habitat for Humanity,,Panchkhal,Distribution,Construction Materials,All / Blanket,93,93,20000
524 2 05 24 5 073,Habitat for Humanity,,Panchkhal,Distribution,Construction Materials,All / Blanket,135,135,20000
524 2 05 24 5 073,Habitat for Humanity,,Panchkhal,Distribution,Construction Materials,Targeted group,100,100,20000
524 2 05 24 5 073,Habitat for Humanity,,Panchkhal,Distribution,Construction Materials,Targeted group,6,6,20000
524 2 05 23 5 021,Habitat for Humanity,,Thulo Dhading,Distribution,Construction Materials,All / Blanket,610,,20000
524 2 05 28 5 054,Handicap International,,Kintang,Distribution,Household kits (excluding tarpaulins),Targeted group,240,,
524 2 05 28 5 054,Handicap International,,Kintang,Distribution,CGI Bundle,All / Blanket,700,,
524 2 05 27 3 002,Handicap International,,Kirtipur Municipality,Distribution,Tarpaulin,Targeted group,200,200,2600
524 2 05 27 3 002,Handicap International,,Kirtipur Municipality,Distribution,Blankets,Targeted group,200,200,2000
524 2 05 27 3 002,Handicap International,,Kirtipur Municipality,Distribution,Blankets,Targeted group,245,245,2000
524 2 05 27 3 002,Handicap International,,Kirtipur Municipality,Distribution,Tarpaulin,Targeted group,245,245,2600
524 2 05 28 5 051,Handicap International,,Bungtang,Distribution,Household kits (excluding tarpaulins),Targeted group,500,750,10000
524 2 05 28 5 051,Handicap International,,Bungtang,Distribution,Tents,Targeted group,500,750,17000
524 2 05 28 5 050,Handicap International,,Barsunchet,Distribution,CGI Bundle,All / Blanket,140,,
524 2 05 29 5 014,Handicap International,,Thuman,Distribution,Household kits (excluding tarpaulins),All / Blanket,328,328,4200
524 2 05 29 5 014,Handicap International,,Thuman,Distribution,Tool kits and fixings,All / Blanket,328,328,15000
524 2 05 29 5 014,Handicap International,,Thuman,Distribution,Blankets,Targeted group,50,25,2000
524 2 05 29 5 014,Handicap International,,Thuman,Distribution,CGI Bundle,All / Blanket,527,328,15000
524 2 05 29 5 014,Handicap International,,Thuman,Distribution,Household kits (excluding tarpaulins),All / Blanket,328,328,4200
524 2 05 29 5 014,Handicap International,,Thuman,Distribution,Tarpaulin,All / Blanket,800,328,0
524 2 05 23 5 041,HELP,,Thulo Sirubari,Distribution,Tarpaulin,,500,500,
524 2 05 23 5 041,HELP,,Thulo Sirubari,Distribution,Tool kits and fixings,,60,60,
524 2 05 23 5 041,HELP,,Thulo Sirubari,Distribution,Tarpaulin,,100,100,
524 2 05 23 5 041,HELP,,Thulo Sirubari,Distribution,Tarpaulin,,500,500,
524 2 05 23 5 041,HELP,,Thulo Sirubari,Distribution,Tool kits and fixings,,1040,1040,
,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Hemja,Cash,Unconditional Cash,Targeted group,135000,18,7500
,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Machachanachroee,Cash,Unconditional Cash,Targeted group,382500,51,7500
,HelpAge International ,AMERICAN ASSOSIATION OF RETIRED PERSONS,Dalchoki,Cash,Unconditional Cash,Targeted group,750000,100,7500
524 2 05 27 5 049,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Machchhegaun,Cash,Unconditional Cash,Targeted group,1785000,238,7500
524 2 05 27 5 044,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Thankot,Cash,Unconditional Cash,Targeted group,1890000,252,7500
524 2 05 27 5 034,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Dharmasthali,Cash,Unconditional Cash,Targeted group,1807500,241,7500
524 2 05 27 5 035,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Goldhunga,Cash,Unconditional Cash,Targeted group,1875000,250,7500
524 2 05 26 5 015,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Sipadol,Cash,Unconditional Cash,Targeted group,855000,114,7500
524 2 05 26 5 013,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Gundu,Cash,Unconditional Cash,Targeted group,2017500,269,7500
524 2 05 26 5 009,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Balkot,Cash,Unconditional Cash,Targeted group,855000,114,7500
524 3 07 40 5 022,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Resing Ranipokhari,Cash,Unconditional Cash,Targeted group,562500,75,7500
524 3 07 40 5 008,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Bhanu,Cash,Unconditional Cash,Targeted group,757500,101,7500
524 3 07 40 5 010,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Tanahunsur,Cash,Unconditional Cash,Targeted group,165000,22,7500
524 3 07 40 5 005,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Setiswara,Cash,Unconditional Cash,Targeted group,232500,31,7500
524 3 07 39 5 034,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Lahachok,Cash,Unconditional Cash,Targeted group,292500,39,7500
524 3 07 39 5 037,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Ribhan,Cash,Unconditional Cash,Targeted group,315000,42,7500
524 3 07 39 5 026,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Puranchaur,Cash,Unconditional Cash,Targeted group,435000,58,7500
524 3 07 39 5 018,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Pumdi Bhumdi,Cash,Unconditional Cash,Targeted group,412500,55,7500
524 3 07 39 5 016,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Nirmalpokhari,Cash,Unconditional Cash,Targeted group,315000,42,7500
524 3 07 39 5 012,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Kalika,Cash,Unconditional Cash,Targeted group,742500,99,7500
524 3 07 39 5 013,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Majhthana,Cash,Unconditional Cash,Targeted group,870000,116,7500
524 3 07 39 5 006,HelpAge International ,DISASTER EMERGENCY COMMITTEE,Thumakodanda,Cash,Unconditional Cash,Targeted group,697500,93,7500
524 3 07 36 5 050,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Thumo,Cash,Unconditional Cash,Targeted group,3480000,464,7500
524 3 07 36 5 049,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Manbu,Cash,Unconditional Cash,Targeted group,4380000,584,7500
524 3 07 36 5 060,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Aaruaarbad,Cash,Unconditional Cash,Targeted group,4012500,535,7500
524 2 05 25 5 024,HelpAge International ,AMERICAN ASSOSIATION OF RETIRED PERSONS,Jharuwarasi,Cash,Unconditional Cash,Targeted group,1132500,151,7500
524 2 05 25 5 038,HelpAge International ,AMERICAN ASSOSIATION OF RETIRED PERSONS,Bungmati,Cash,Unconditional Cash,Targeted group,1882500,251,7500
524 2 05 25 5 028,HelpAge International ,AMERICAN ASSOSIATION OF RETIRED PERSONS,Lamatar,Cash,Unconditional Cash,Targeted group,2385000,318,7500
524 2 04 20 5 023,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Baseshwar,Cash,Unconditional Cash,Targeted group,795000,106,7500
524 2 05 23 5 065,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Helambu,Cash,Unconditional Cash,Targeted group,1177500,157,7500
524 2 05 23 5 001,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Karthali,Cash,Unconditional Cash,Targeted group,2452500,327,7500
524 2 05 23 5 058,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Ichok,Cash,Unconditional Cash,Targeted group,3202500,427,7500
524 2 05 23 5 060,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Talamarang,Cash,Unconditional Cash,Targeted group,2160000,288,7500
524 2 05 23 5 059,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Mahangkal,Cash,Unconditional Cash,Targeted group,2775000,370,7500
524 2 05 23 5 045,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Bhimtar,Cash,Unconditional Cash,Targeted group,1177500,157,7500
524 2 05 23 5 048,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Nawalpur,Cash,Unconditional Cash,Targeted group,2482500,331,7500
524 2 05 28 5 038,HelpAge International ,AMERICAN ASSOSIATION OF RETIRED PERSONS,Gerkhu,Cash,Unconditional Cash,Targeted group,1897500,253,7500
524 2 05 28 5 020,HelpAge International ,AMERICAN ASSOSIATION OF RETIRED PERSONS,Ratmate,Cash,Unconditional Cash,Targeted group,1687500,225,7500
524 2 05 28 5 047,HelpAge International ,AMERICAN ASSOSIATION OF RETIRED PERSONS,Gorsyang,Cash,Unconditional Cash,Targeted group,2362500,315,7500
524 2 04 22 5 016,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Japhe,Cash,Unconditional Cash,Targeted group,2497500,333,7500
524 2 04 22 5 038,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Sunkhani,Cash,Unconditional Cash,Targeted group,3030000,404,7500
524 2 06 31 5 039,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Nibuwatar,Cash,Unconditional Cash,Targeted group,3322500,443,7500
524 2 06 31 5 026,HelpAge International ,INTERNATIONAL MEDICAL CORPS,Namtar,Cash,Unconditional Cash,Targeted group,2460000,328,7500
524 3 07 36 5 018,HELVETAS Swiss Intercooperation Nepal,,Amppipal,Distribution,Tarpaulin,,369,369,
524 3 07 36 5 027,HELVETAS Swiss Intercooperation Nepal,,Chyangling,Distribution,Tarpaulin,,7,7,
524 3 07 36 5 034,HELVETAS Swiss Intercooperation Nepal,,Dhuwakot,Distribution,Tarpaulin,,7,7,
524 3 07 36 5 029,HELVETAS Swiss Intercooperation Nepal,,Gaikhur,Distribution,Tarpaulin,,7,7,
524 3 07 36 5 013,HELVETAS Swiss Intercooperation Nepal,,Ghairung,Distribution,Tarpaulin,,345,345,
524 3 07 36 5 024,HELVETAS Swiss Intercooperation Nepal,,Thalajung,Distribution,Tarpaulin,,345,345,
524 2 04 21 5 002,HELVETAS Swiss Intercooperation Nepal,,Kathjor,Distribution,Tarpaulin,,193,193,
524 2 04 21 5 030,HELVETAS Swiss Intercooperation Nepal,,Manthali,Distribution,Tarpaulin,,193,193,
524 2 04 21 5 045,HELVETAS Swiss Intercooperation Nepal,,Bhatauli,Distribution,Tarpaulin,,145,193,
524 2 05 24 5 049,HELVETAS Swiss Intercooperation Nepal,,Saldhara,Distribution,Tarpaulin,All / Blanket,510,510,
524 2 05 24 5 052,HELVETAS Swiss Intercooperation Nepal,,Chyamrangbesi,Distribution,Tarpaulin,All / Blanket,363,363,
524 2 05 24 5 045,HELVETAS Swiss Intercooperation Nepal,,Milche,Distribution,Tarpaulin,All / Blanket,540,540,
524 2 05 23 5 055,HELVETAS Swiss Intercooperation Nepal and Solidar,,Dubachaur,Distribution,Tarpaulin,All / Blanket,2775,1675,
524 2 05 23 5 055,HELVETAS Swiss Intercooperation Nepal and Solidar,,Dubachaur,Distribution,Blankets,All / Blanket,3300,1650,
524 2 05 23 5 055,HELVETAS Swiss Intercooperation Nepal and Solidar,,Dubachaur,Distribution,Household kits (excluding tarpaulins),All / Blanket,1815,1815,
524 2 05 23 5 065,HELVETAS Swiss Intercooperation Nepal and Solidar,,helambu,Distribution,Tarpaulin,All / Blanket,1995,920,
524 2 05 23 5 065,HELVETAS Swiss Intercooperation Nepal and Solidar,,helambu,Distribution,Blankets,All / Blanket,1840,920,
524 2 05 23 5 058,HELVETAS Swiss Intercooperation Nepal and Solidar,,ichok,Distribution,Tarpaulin,All / Blanket,2703,1410,
524 2 05 23 5 058,HELVETAS Swiss Intercooperation Nepal and Solidar,,ichok,Distribution,Household kits (excluding tarpaulins),All / Blanket,1456,1456,
524 2 05 23 5 073,HELVETAS Swiss Intercooperation Nepal and Solidar,,kiul,Distribution,Tarpaulin,All / Blanket,2080,1048,
524 2 05 23 5 073,HELVETAS Swiss Intercooperation Nepal and Solidar,,kiul,Distribution,Blankets,All / Blanket,2096,1048,
524 2 05 23 5 059,HELVETAS Swiss Intercooperation Nepal and Solidar,,Mahangkal,Distribution,Tarpaulin,All / Blanket,2393,1231,
524 2 05 23 5 059,HELVETAS Swiss Intercooperation Nepal and Solidar,,Mahangkal,Distribution,Household kits (excluding tarpaulins),All / Blanket,1231,1231,
524 2 05 23 5 061,HELVETAS Swiss Intercooperation Nepal and Solidar,,Melamchi,Distribution,Tarpaulin,All / Blanket,1885,1485,
524 2 05 23 5 061,HELVETAS Swiss Intercooperation Nepal and Solidar,,Melamchi,Distribution,Blankets,All / Blanket,2970,1485,
524 2 05 23 5 056,HELVETAS Swiss Intercooperation Nepal and Solidar,,Palchok,Distribution,Tarpaulin,All / Blanket,905,675,
524 2 05 23 5 056,HELVETAS Swiss Intercooperation Nepal and Solidar,,Palchok,Distribution,Blankets,All / Blanket,1350,675,
524 2 05 23 5 056,HELVETAS Swiss Intercooperation Nepal and Solidar,,Palchok,Distribution,Household kits (excluding tarpaulins),All / Blanket,675,675,
524 2 05 23 5 060,HELVETAS Swiss Intercooperation Nepal and Solidar,,Talamarang,Distribution,Tarpaulin,All / Blanket,809,809,
524 2 05 23 5 052,HELVETAS Swiss Intercooperation Nepal and Solidar,,Sipapokharae,Distribution,Tarpaulin,,200,200,
524 2 06 31 5 040,Himalayan Disaster Relief Volunteer Group,,Phakhel,Distribution,Tarpaulin,,25,,
524 2 06 31 5 009,Himalayan Disaster Relief Volunteer Group,,Harnamadi,Distribution,Tarpaulin,,1,,
524 2 05 26 3 001,Himalayan Disaster Relief Volunteer Group,,Bhaktapur Municipality,Distribution,Tarpaulin,,20,,
524 2 05 26 3 001,Himalayan Disaster Relief Volunteer Group,,Bhaktapur Municipality,Distribution,Tarpaulin,,12,,
524 2 05 26 3 001,Himalayan Disaster Relief Volunteer Group,,Bhaktapur Municipality,Distribution,Tarpaulin,,10,,
524 2 05 26 5 012,Himalayan Disaster Relief Volunteer Group,,Katunje,Distribution,Blankets,,10,,
524 2 05 26 3 002,Himalayan Disaster Relief Volunteer Group,,Madhyapur Thimi Municipality,Distribution,Tarpaulin,,4,,
524 2 05 26 5 004,Himalayan Disaster Relief Volunteer Group,,Nagarkot,Distribution,Tarpaulin,,250,,
524 2 05 26 5 014,Himalayan Disaster Relief Volunteer Group,,Nangkhel,Distribution,Tarpaulin,,8,,
524 2 05 26 5 015,Himalayan Disaster Relief Volunteer Group,,Sipadol,Distribution,Tarpaulin,,4,,
524 2 05 26 5 015,Himalayan Disaster Relief Volunteer Group,,Sipadol,Distribution,Tarpaulin,,7,,
524 2 05 30 5 047,Himalayan Disaster Relief Volunteer Group,,Chhatre Deurali,Distribution,Tarpaulin,,10,,
524 2 05 30 5 047,Himalayan Disaster Relief Volunteer Group,,Chhatre Deurali,Distribution,Tarpaulin,,100,,
524 2 05 30 5 047,Himalayan Disaster Relief Volunteer Group,,Chhatre Deurali,Distribution,Blankets,,50,,
524 2 05 30 5 021,Himalayan Disaster Relief Volunteer Group,,Dhol,Distribution,Tarpaulin,,40,,
524 2 05 30 5 016,Himalayan Disaster Relief Volunteer Group,,Jharlang,Distribution,Blankets,,50,,
524 2 05 30 5 003,Himalayan Disaster Relief Volunteer Group,,Marpak,Distribution,Tarpaulin,,70,,
524 2 05 30 5 003,Himalayan Disaster Relief Volunteer Group,,Marpak,Distribution,Blankets,,10,,
524 2 05 30 5 003,Himalayan Disaster Relief Volunteer Group,,Marpak,Distribution,Tarpaulin,,121,,
524 2 05 30 5 003,Himalayan Disaster Relief Volunteer Group,,Marpak,Distribution,Blankets,,40,,
524 2 05 30 5 003,Himalayan Disaster Relief Volunteer Group,,Marpak,Distribution,Tarpaulin,,9,,
524 2 05 30 5 034,Himalayan Disaster Relief Volunteer Group,,Nalang,Distribution,Tarpaulin,,80,,
524 2 05 30 5 008,Himalayan Disaster Relief Volunteer Group,,Salyan Tar,Distribution,Tarpaulin,,10,,
524 2 05 30 5 027,Himalayan Disaster Relief Volunteer Group,,Sangkos,Distribution,Blankets,,10,,
524 2 05 30 5 027,Himalayan Disaster Relief Volunteer Group,,Sangkos,Distribution,Tarpaulin,,25,,
524 2 04 22 5 029,Himalayan Disaster Relief Volunteer Group,,Alambu,Distribution,Tarpaulin,,300,,
524 2 04 22 5 029,Himalayan Disaster Relief Volunteer Group,,Alambu,Distribution,Blankets,,150,,
524 2 04 22 5 029,Himalayan Disaster Relief Volunteer Group,,Alambu,Distribution,Tarpaulin,,30,,
524 2 04 22 5 029,Himalayan Disaster Relief Volunteer Group,,Alambu,Distribution,Tarpaulin,,159,,
524 2 04 22 3 001,Himalayan Disaster Relief Volunteer Group,,Bhimeswor Municipality,Distribution,Blankets,,50,,
524 2 04 22 3 001,Himalayan Disaster Relief Volunteer Group,,Bhimeswor Municipality,Distribution,Tarpaulin,,55,,
524 2 04 22 5 051,Himalayan Disaster Relief Volunteer Group,,Bulung,Distribution,Tarpaulin,,75,,
524 2 04 22 5 051,Himalayan Disaster Relief Volunteer Group,,Bulung,Distribution,Tarpaulin,,115,,
524 2 04 22 5 040,Himalayan Disaster Relief Volunteer Group,,Chilangkha,Distribution,Tarpaulin,,50,,
524 2 04 22 5 002,Himalayan Disaster Relief Volunteer Group,,Gairimudi,Distribution,Tarpaulin,,111,,
524 2 04 22 5 002,Himalayan Disaster Relief Volunteer Group,,Gairimudi,Distribution,Tarpaulin,,207,,
524 2 04 22 5 045,Himalayan Disaster Relief Volunteer Group,,Katakuti,Distribution,Tarpaulin,,395,,
