vdc,hazard,exposure,housing,poverty,vulnerability,severity,sev_norm,sev_cat
Chitapol,1.79491861,0.057604006,8.226716181,0.894383394,4.560549788,0.77834394,1.596322027,Medium-High
SisneriMahadevsthan,3.268009401,0.033266595,4.990112867,3.644688645,4.317400756,0.777149677,1.593872689,Medium-High
Sidhdipur,1.612504974,0.063016875,8.404832734,0.818070818,4.611451776,0.776721272,1.592994065,Medium-High
Dhungrekhola,0.538919488,0.138397237,4.208451337,8.351648352,6.280049845,0.776613257,1.592772533,Medium-High
Fatakshila,1.579422937,0.04393856,6.852053081,6.572039072,6.712046076,0.775174949,1.589822677,Medium-High
Aarupokhari,1.702835846,0.046788518,6.441465148,5.213675214,5.827570181,0.774342675,1.588115749,Medium-High
Gerkhu,1.203211305,0.065426012,5.913504002,5.848595849,5.881049925,0.773598716,1.586589948,Medium-High
Salyankot,1.531137809,0.050438104,6.817638797,5.152625153,5.985131975,0.773182926,1.585737196,Medium-High
Rakathum,1.979184811,0.035204156,7.160041941,6.059218559,6.60963025,0.772240342,1.58380403,Medium-High
Kalati Bhumidanda,2.527621219,0.037295492,6.45603317,3.308913309,4.88247324,0.772092624,1.583501071,Medium-High
Raigaun,1.001755004,0.106289078,4.990112867,3.644688645,4.317400756,0.77177524,1.582850141,Medium-High
SikharAmbote,2.474023715,0.038043863,6.45603317,3.308913309,4.88247324,0.771689833,1.582674979,Medium-High
JyamdiMandan,1.875784348,0.050007535,6.45603317,3.308913309,4.88247324,0.770819588,1.580890175,Medium-High
Aginchok,2.073547731,0.036700897,6.817638797,5.152625153,5.985131975,0.769404665,1.577988281,Medium-High
KanpurKalapani,2.073106089,0.044861208,6.45603317,3.308913309,4.88247324,0.768618419,1.576375752,Medium-High
Saurpani,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,1.57436288,Medium-High
Suntol,1.713502226,0.049402688,8.863975701,1.816239316,5.340107508,0.767470605,1.574021675,Medium-High
Taple,1.681581834,0.046091406,6.441465148,5.213675214,5.827570181,0.767258705,1.573587085,Medium-High
AaruArbang,1.66837323,0.046091406,6.441465148,5.213675214,5.827570181,0.765244517,1.569456144,Medium-High
Ramkot,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,1.56639978,Medium-High
Kulekhani,3.386709807,0.03043714,4.990112867,3.644688645,4.317400756,0.763486565,1.565850723,Medium-High
RaviOpi,2.056612228,0.044235858,6.45603317,3.308913309,4.88247324,0.762995973,1.564844557,Medium-High
Ratmate,1.935224378,0.038884498,5.913504002,5.848595849,5.881049925,0.762057185,1.562919178,Medium-High
Khaniyapani,1.605337854,0.041672946,7.160041941,6.059218559,6.60963025,0.7618438,1.562481542,Medium-High
GairiBisouna Deupur,1.603465224,0.055092352,6.45603317,3.308913309,4.88247324,0.755550638,1.549574764,Medium-High
Nijgadh,0.353536044,0.201075808,4.928831353,7.200854701,6.064843027,0.755447628,1.549363498,Medium-High
Pyutar,4.430373269,0.021077387,8.404832734,0.818070818,4.611451776,0.755147143,1.548747227,Medium-High
Gagalphedi,1.421255461,0.056722364,8.863975701,1.816239316,5.340107508,0.75507859,1.54860663,Medium-High
Bhirpani,1.94958418,0.033348608,7.160041941,6.059218559,6.60963025,0.754626914,1.547680279,Medium-High
Gunjanagar,0.701338153,0.154502575,5.37928052,2.533577534,3.956429027,0.7540304,1.546456874,Medium-High
Chauthe,2.006327066,0.036239573,5.913504002,5.848595849,5.881049925,0.753378501,1.545119881,Medium-High
Gaikhur,1.4275898,0.051288991,6.441465148,5.213675214,5.827570181,0.752844071,1.544023807,Medium-High
Darbhung,2.0950945,0.034712077,6.441465148,5.213675214,5.827570181,0.751145226,1.540539611,Medium-High
SarasyunKhark,1.576712943,0.054497756,6.45603317,3.308913309,4.88247324,0.748612445,1.535345077,Medium-High
Manthali,3.388175231,0.02831505,4.990112867,3.644688645,4.317400756,0.74542139,1.528800474,Medium-High
Dhawa,1.941679869,0.03659838,6.441465148,5.213675214,5.827570181,0.745376454,1.528708313,Medium-High
Nareshwor,1.877162735,0.037849081,6.441465148,5.213675214,5.827570181,0.745329413,1.528611837,Medium-High
MahankalChaur,2.383011036,0.035573216,6.45603317,3.308913309,4.88247324,0.745240332,1.528429138,Medium-High
Mankha,0.774311576,0.079470769,6.852053081,6.572039072,6.712046076,0.744719454,1.527360859,Medium-High
TokhaSarswoti,1.455935437,0.052816486,8.863975701,1.816239316,5.340107508,0.743282443,1.524413662,Medium-High
Mangaltar,2.193569257,0.038310406,6.45603317,3.308913309,4.88247324,0.743080715,1.523999936,Medium-High
Saradanagar,0.878336742,0.117975956,5.37928052,2.533577534,3.956429027,0.742881104,1.523590547,Medium-High
Changunarayan,1.402232721,0.063672981,8.226716181,0.894383394,4.560549788,0.741192176,1.52012669,Medium-High
Foksingtar,3.475186975,0.023978603,6.45603317,3.308913309,4.88247324,0.740992775,1.519717735,Medium-High
Asrang,1.996900853,0.03491711,6.441465148,5.213675214,5.827570181,0.740674574,1.51906513,Medium-High
Khadadevi,1.527507352,0.040237715,7.160041941,6.059218559,6.60963025,0.740624252,1.518961923,Medium-High
Takukot,1.757434287,0.039663623,6.441465148,5.213675214,5.827570181,0.740604471,1.518921353,Medium-High
Kumroj,1.235637606,0.082853813,5.37928052,2.533577534,3.956429027,0.739893135,1.51746246,Medium-High
Chhimkeshwari,3.978706337,0.019344858,6.434894278,4.044566545,5.239730411,0.738820255,1.515262067,Medium-High
Bansbari,1.156463103,0.051832328,6.852053081,6.572039072,6.712046076,0.738237002,1.514065861,Medium-High
Sitalpati,1.646977796,0.041601184,5.191504838,6.547619048,5.869561943,0.738130316,1.513847057,Medium-High
Bhimtar,1.282912499,0.046398955,6.852053081,6.572039072,6.712046076,0.736523693,1.510552,Medium-High
Gimdi,3.669894899,0.023568537,8.404832734,0.818070818,4.611451776,0.736107609,1.509698644,Medium-High
Lapsephedi,1.287783023,0.057706522,8.863975701,1.816239316,5.340107508,0.734862127,1.507144258,Medium-High
BaluwapatiDeupur,1.312290468,0.061745671,6.45603317,3.308913309,4.88247324,0.734106022,1.505593548,Medium-High
Ambhanjyang,1.28204224,0.070797875,4.990112867,3.644688645,4.317400756,0.731781862,1.500826879,Medium-High
Dadhuwa,1.222044929,0.048490291,7.160041941,6.059218559,6.60963025,0.731655054,1.500566805,Medium-High
Sirutar,1.74259254,0.04910539,8.226716181,0.894383394,4.560549788,0.730770048,1.498751728,Medium-High
Chunikhel,1.596860699,0.045609578,8.863975701,1.816239316,5.340107508,0.729946499,1.497062694,Medium-High
Bungamati,1.373191481,0.061161327,8.404832734,0.818070818,4.611451776,0.728923398,1.494964393,Medium-High
Netraganj,0.580166264,0.104802589,4.208451337,8.351648352,6.280049845,0.72548626,1.487915095,Medium-High
Suryamati,1.712443306,0.037459519,5.913504002,5.848595849,5.881049925,0.722566386,1.481926664,Medium-High
Finam,2.03014679,0.031749351,6.441465148,5.213675214,5.827570181,0.721522596,1.479785933,Medium-High
Padampur,0.620480957,0.152995583,5.37928052,2.533577534,3.956429027,0.721500954,1.479741547,Medium-High
Dharampani,2.220940525,0.032200424,6.434894278,4.044566545,5.239730411,0.720945585,1.478602528,Medium-High
Tupche,1.173992542,0.054190207,5.913504002,5.848595849,5.881049925,0.720576904,1.477846394,Medium-High
Sheshnarayan,1.75731851,0.0395201,8.863975701,1.816239316,5.340107508,0.71846592,1.473516932,Medium-High
IpaPanchakanya,3.343877573,0.025598363,4.990112867,3.644688645,4.317400756,0.717620729,1.471783512,Medium-High
Namjung,2.014952454,0.031318782,6.441465148,5.213675214,5.827570181,0.716449736,1.469381897,Medium-High
Satikhel,1.578065626,0.043548997,8.863975701,1.816239316,5.340107508,0.715952824,1.46836277,Medium-High
Jyamire,0.960222492,0.056927397,6.852053081,6.572039072,6.712046076,0.715895077,1.468244336,Medium-High
Hatiya,0.629905276,0.134286326,4.990112867,3.644688645,4.317400756,0.714786707,1.465971157,Medium-High
Balambu,0.907074722,0.075072812,8.863975701,1.816239316,5.340107508,0.713770481,1.463886958,Medium-High
Melamchi,1.009664013,0.053616115,6.852053081,6.572039072,6.712046076,0.713579528,1.463495328,Medium-High
Baldthali,2.691920522,0.027628189,6.45603317,3.308913309,4.88247324,0.713430232,1.463189132,Medium-High
Phulkhark,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,1.461036744,Medium-High
Nagarkot,1.680361815,0.046860279,8.226716181,0.894383394,4.560549788,0.710790519,1.457775289,Medium-High
Dhurkauli,0.578061996,0.098057005,4.208451337,8.351648352,6.280049845,0.708715685,1.45351997,Medium-High
Bhotasipa,1.118983897,0.047342107,6.852053081,6.572039072,6.712046076,0.70844931,1.452973656,Medium-High
Devichour,2.600259253,0.029555499,8.404832734,0.818070818,4.611451776,0.707670141,1.451375641,Medium-High
Bhaktipur,0.369730237,0.151662868,4.208451337,8.351648352,6.280049845,0.706169748,1.448298452,Medium-High
Bhattedanda,3.615802921,0.021087638,8.404832734,0.818070818,4.611451776,0.705813762,1.447568353,Medium-High
SipalKavre,1.340957844,0.039007518,6.852053081,6.572039072,6.712046076,0.705460641,1.446844131,Medium-High
Salmechakala,4.032688642,0.017643085,6.45603317,3.308913309,4.88247324,0.702969305,1.441734596,Medium-High
Dubachour,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,1.441020259,Medium-High
BhoteNamlang,1.058868627,0.048715827,6.852053081,6.572039072,6.712046076,0.70219171,1.44013981,Medium-High
Budhathum,1.511108936,0.038259147,6.817638797,5.152625153,5.985131975,0.702050356,1.439849904,Medium-High
Sankhu,3.201411084,0.023343001,8.404832734,0.818070818,4.611451776,0.701097792,1.43789627,Medium-High
PadamPokhari,0.455618499,0.175159644,4.990112867,3.644688645,4.317400756,0.701055803,1.437810155,Medium-High
SaradaBatase,2.903781317,0.024275901,6.45603317,3.308913309,4.88247324,0.700798305,1.437282046,Medium-High
Aanppipal,1.421781467,0.041303887,6.441465148,5.213675214,5.827570181,0.699472149,1.434562205,Medium-High
Narjamandap,1.063816866,0.054692538,5.913504002,5.848595849,5.881049925,0.69943915,1.434494527,Medium-High
Kalyanpur,0.990139038,0.058659925,5.913504002,5.848595849,5.881049925,0.699032742,1.433661017,Medium-High
Jharuwarasi,1.658073326,0.04393856,8.404832734,0.818070818,4.611451776,0.695177553,1.425754329,Medium-High
Bhardev,3.19887419,0.02265614,8.404832734,0.818070818,4.611451776,0.69396929,1.423276275,Medium-High
Karmaiya,0.565764633,0.093433512,4.208451337,8.351648352,6.280049845,0.692416147,1.420090903,Medium-High
Baluwa,1.104289177,0.056045755,8.863975701,1.816239316,5.340107508,0.691393322,1.417993168,Medium-High
Gundu,1.242085406,0.058321621,8.226716181,0.894383394,4.560549788,0.691299244,1.417800222,Medium-High
BagesworiChokade,1.098725537,0.051114713,5.913504002,5.848595849,5.881049925,0.691241818,1.417682445,Medium-High
Patihani,0.704672202,0.117893943,5.37928052,2.533577534,3.956429027,0.690124327,1.415390561,Medium-High
TokhaChandeswori,1.508917045,0.040606774,8.863975701,1.816239316,5.340107508,0.689082604,1.413254068,Medium-High
Gauribas,0.77942559,0.064800662,4.32799056,8.623321123,6.475655842,0.688989527,1.413063175,Medium-High
NayagaunDeupur,1.473217748,0.045281526,6.45603317,3.308913309,4.88247324,0.688033031,1.411101476,Medium-High
Dharmasthali,0.909898815,0.066943256,8.863975701,1.816239316,5.340107508,0.687727901,1.41047568,Medium-High
Pandrung,2.155305435,0.025875157,6.441465148,5.213675214,5.827570181,0.687532311,1.410074539,Medium-High
Futung,1.237535811,0.049125893,8.863975701,1.816239316,5.340107508,0.68728903,1.409575589,Medium-High
Thokarpa,1.078118657,0.044830453,6.852053081,6.572039072,6.712046076,0.687118339,1.409225516,Medium-High
Naglebhare,1.307264101,0.046337445,8.863975701,1.816239316,5.340107508,0.686459849,1.407875005,Medium-High
ChyasingKharka,2.314336634,0.028591844,6.45603317,3.308913309,4.88247324,0.686177051,1.407295008,Medium-High
Gumdi,1.088595039,0.049546211,6.817638797,5.152625153,5.985131975,0.685988512,1.40690833,Medium-High
Dandakharka,1.134883067,0.042400813,7.531331947,5.860805861,6.696068904,0.685564631,1.406038983,Medium-High
Gourishankar,0.354822705,0.144414954,4.208451337,8.351648352,6.280049845,0.685270789,1.405436337,Medium-High
KalaiyaN.P.,0.120553306,0.439037042,4.928831353,7.200854701,6.064843027,0.684699407,1.404264476,Medium-High
Kunchok,1.175523672,0.040668284,6.852053081,6.572039072,6.712046076,0.684616539,1.404094521,Medium-High
Haripur,0.435054063,0.11731985,4.208451337,8.351648352,6.280049845,0.684372589,1.4035942,Medium-High
Handikhola,0.393148173,0.188784083,4.990112867,3.644688645,4.317400756,0.6843023,1.403450042,Medium-High
Nallu,3.121391083,0.022256326,8.404832734,0.818070818,4.611451776,0.684247329,1.4033373,Medium-High
Dimipokhari,1.537146428,0.031503312,7.160041941,6.059218559,6.60963025,0.684042164,1.402916524,Medium-High
Gorsyang,1.54660007,0.035173401,5.913504002,5.848595849,5.881049925,0.683936456,1.402699725,Medium-High
Bishrampur,0.382698919,0.122486681,4.379973535,9.136141636,6.758057585,0.681693777,1.398100167,Medium-High
Budhasing,1.783167761,0.030191101,5.913504002,5.848595849,5.881049925,0.681567186,1.397840539,Medium-High
Rangapur,0.412005292,0.113219191,4.379973535,9.136141636,6.758057585,0.680583753,1.395823595,Medium-High
MalangawaN.P.,0.194010353,0.257336848,4.208451337,8.351648352,6.280049845,0.679354814,1.393303139,Medium-High
DapchaChatraibhanjha,2.254450602,0.028356056,6.45603317,3.308913309,4.88247324,0.678331743,1.391204901,Medium-High
Makaising,2.253458196,0.02365055,6.441465148,5.213675214,5.827570181,0.67721425,1.38891301,Medium-High
Shreenathkot,1.640044583,0.032261934,6.441465148,5.213675214,5.827570181,0.675581663,1.385564704,Medium-High
Bajrayogini,1.297677922,0.044420387,8.863975701,1.816239316,5.340107508,0.675201013,1.384784021,Medium-High
Majuwa,1.980589159,0.023507027,7.160041941,6.059218559,6.60963025,0.675133653,1.384645869,Medium-High
Pipaldanda,1.32492291,0.034558303,6.852053081,6.572039072,6.712046076,0.674837665,1.384038823,Medium-High
Bahrabise,0.624917291,0.072960973,6.852053081,6.572039072,6.712046076,0.673890544,1.382096352,Medium-High
Malta,3.521850488,0.018842528,8.404832734,0.818070818,4.611451776,0.673880022,1.382074772,Medium-High
Santpur(Matiaun),0.293462589,0.154266787,4.379973535,9.136141636,6.758057585,0.673827951,1.381967979,Medium-High
Bisankhunarayan,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,1.381284777,Medium-High
Dumariya(Matiauna),0.284227195,0.158367446,4.379973535,9.136141636,6.758057585,0.672539521,1.379325509,Medium-High
Godamchaur,1.309141518,0.050376594,8.404832734,0.818070818,4.611451776,0.672487718,1.379219266,Medium-High
Pattharkot,0.634988151,0.07617999,4.208451337,8.351648352,6.280049845,0.672238232,1.37870759,Medium-High
SipaliChilaune,2.098587124,0.029504241,6.45603317,3.308913309,4.88247324,0.671146153,1.376467823,Medium-High
Ganeshthan,1.344034258,0.038218141,5.913504002,5.848595849,5.881049925,0.670983107,1.376133428,Medium-High
JaisithokMandan,2.02421493,0.030396134,6.45603317,3.308913309,4.88247324,0.669738011,1.373579834,Medium-High
Mahankal,0.900610844,0.049648727,6.852053081,6.572039072,6.712046076,0.669524911,1.373142783,Medium-High
Gakhu,1.678687347,0.030611418,6.441465148,5.213675214,5.827570181,0.669032057,1.372131979,Medium-High
Manbu,0.82721745,0.061673909,6.441465148,5.213675214,5.827570181,0.667425649,1.368837363,Medium-High
Baad Bhanjyang,1.435285015,0.038740975,8.863975701,1.816239316,5.340107508,0.66714397,1.36825966,Medium-High
Sukaura,1.902795191,0.036137056,4.990112867,3.644688645,4.317400756,0.667097112,1.368163558,Medium-High
ReeGaun,0.882736004,0.055707451,6.817638797,5.152625153,5.985131975,0.665180157,1.364232036,Medium-High
Gaushala,0.258099708,0.175159644,4.32799056,8.623321123,6.475655842,0.664000555,1.361812763,Medium-High
Hiledevi,1.422114028,0.031072743,7.160041941,6.059218559,6.60963025,0.663483904,1.360753153,Medium-High
SathigharBhagawati,2.194022107,0.027238627,6.45603317,3.308913309,4.88247324,0.663267461,1.360309247,Medium-High
Mulpani,1.49594235,0.03254898,6.817638797,5.152625153,5.985131975,0.662992562,1.359745451,Medium-High
Goswara,1.183924097,0.037233983,7.160041941,6.059218559,6.60963025,0.66294908,1.359656272,Medium-High
Lekhnath N. P.,0.129840382,0.602960881,7.442214042,0,3.721107021,0.662913751,1.359583815,Medium-High
NaikapPuranoBhanjya,1.169873455,0.046603988,8.863975701,1.816239316,5.340107508,0.662781926,1.359313452,Medium-High
Marpak,1.297140854,0.037500525,6.817638797,5.152625153,5.985131975,0.662774932,1.359299108,Medium-High
Ikudol,3.27471188,0.019252593,8.404832734,0.818070818,4.611451776,0.66247069,1.358675133,Medium-High
Paurai,0.43594694,0.098549084,4.379973535,9.136141636,6.758057585,0.662169803,1.358058037,Medium-High
Purkot,0.742994192,0.07368884,6.434894278,4.044566545,5.239730411,0.659526161,1.352636135,Medium-High
Hajariya,0.271460792,0.167470908,4.208451337,8.351648352,6.280049845,0.658470808,1.35047169,Medium-High
Bhorle,0.748117406,0.057101675,5.456937224,7.857142857,6.657040041,0.657607248,1.348700597,Medium-High
Tokarpur,1.192156758,0.036055043,7.160041941,6.059218559,6.60963025,0.657393668,1.34826256,Medium-High
KhaharePangu,2.357599722,0.024542443,6.45603317,3.308913309,4.88247324,0.656159237,1.345730839,Medium-High
Kabhresthali,1.076531155,0.048941364,8.863975701,1.816239316,5.340107508,0.655265883,1.34389864,Medium-High
Ralukadevi,1.020690544,0.046778266,5.913504002,5.848595849,5.881049925,0.654833706,1.343012281,Medium-High
Ichok,0.756616726,0.055225623,6.852053081,6.572039072,6.712046076,0.654571609,1.34247474,Medium-High
Harmhi,1.343034056,0.035368183,6.441465148,5.213675214,5.827570181,0.65172207,1.336630559,Medium-High
DaraunePokhari,2.05954088,0.027515421,6.45603317,3.308913309,4.88247324,0.651621618,1.33642454,Medium-High
Tripureswor,1.32868159,0.034783839,6.817638797,5.152625153,5.985131975,0.651564459,1.336307312,Medium-High
Bukhel,3.431868769,0.017397045,8.404832734,0.818070818,4.611451776,0.650550896,1.334228574,Medium-High
MagaPauwa,1.35634661,0.030242359,7.531331947,5.860805861,6.696068904,0.650033026,1.333166465,Medium-High
Kabilas,1.119378372,0.041652443,5.913504002,5.848595849,5.881049925,0.649666915,1.332415599,Medium-High
Muchhok,1.214067038,0.038740975,6.441465148,5.213675214,5.827570181,0.649581391,1.332240195,Medium-High
Irkhu,1.155993362,0.035296421,6.852053081,6.572039072,6.712046076,0.649402039,1.331872359,Medium-High
Phulasi,0.7017526,0.058772693,7.160041941,6.059218559,6.60963025,0.648403867,1.329825187,Medium-High
Darkha,0.843128976,0.054015929,6.817638797,5.152625153,5.985131975,0.648380381,1.329777019,Medium-High
Atrouli,0.650492023,0.066338409,4.208451337,8.351648352,6.280049845,0.647127773,1.327208019,Medium-High
Dhaibung,0.805251159,0.050520117,5.456937224,7.857142857,6.657040041,0.646982141,1.326909339,Medium-High
Fasku,0.906972139,0.044471645,7.531331947,5.860805861,6.696068904,0.646396535,1.325708308,Medium-High
Choughare,3.030712935,0.019314103,8.404832734,0.818070818,4.611451776,0.646277458,1.325464089,Medium-High
